Wind Speed (m/s),Wind Direction (°),Angular_Velocity (rad/s),Flow_Angle (Φ),Proxy_Blade_Angle
6.111453056,220.8426056,0.567840933,0.357157101,3.31569963
6.456322193,237.0653076,0.987995496,0.179043835,1.446931357
6.666657925,235.6674957,1.083015935,0.438370729,5.273344313
6.16287899,229.3296967,0.907023548,0.181108686,1.160288356
6.013167858,234.9006042,1.743106264,0.100553638,1.722861721
5.561203003,230.4228058,1.03512999,0.349775796,3.385858583
4.960731983,229.5375061,0.921401765,0.152107311,0.594582916
4.60387516,231.7984924,1.314044125,0.236813272,2.810152276
4.554533958,234.1056061,0.711386337,0.199218316,0.866352735
4.26362896,228.7767029,1.703295471,0.071198264,0.689052855
3.894139051,227.9389954,0.611825966,0.174040173,0.923169344
4.038761139,224.4649963,1.980330405,0.044386581,0.279832454
4.505650997,224.9505005,1.658367154,0.056953392,0.918033166
4.543397903,229.127594,0.798073522,0.136462221,1.575927758
4.323760986,227.0399933,0.508283176,0.188700039,1.990995659
3.634437084,230.3146057,1.723192143,0.344952569,3.954149997
3.705512047,233.9532928,1.560286016,0.110935053,1.109331257
3.253968,233.0659027,1.593510752,0.29223544,2.814178746
3.775136948,227.7534943,1.65690552,0.149583361,1.638490418
4.693500996,229.8966064,0.611066978,0.333404124,3.003251044
5.002939224,235.2794952,1.037698593,0.109036509,1.521774408
5.364749908,235.5852966,0.673803589,0.276769254,2.803014182
5.016181946,229.9429016,1.794655139,0.081548854,1.173378226
5.970407963,235.6952972,1.43494719,0.192674041,1.838082406
6.655520916,241.4573975,0.996347037,0.204975351,2.299244432
6.600903988,242.7821045,0.595337525,0.259883455,2.931362088
5.981378078,234.9844055,0.966473483,0.321924275,2.209535333
7.424593925,235.1472931,0.987774983,0.158743205,0.856876058
8.186451912,238.4790955,1.594409268,0.3381865,3.102719093
8.27493,237.0332031,1.456336207,0.121932448,1.153734154
8.449202538,238.3323975,1.830819114,0.634250144,6.980174797
8.575974464,235.6414032,1.208322388,0.236691817,2.593888428
8.282259941,236.4613953,0.679391369,0.242258383,2.684232462
8.734552383,234.3547974,1.569867181,0.169860016,2.469459019
8.764103889,231.0016022,1.641177573,0.176339052,2.451427036
9.669431686,227.6000977,1.341915796,0.199103652,1.486782799
10.14109039,227.7315979,1.65645077,0.327532338,3.89181703
10.77241993,225.2763977,1.240693395,0.863234746,8.68476657
10.64752007,224.680603,1.284099244,0.470636147,4.448730059
9.982661247,225.5195007,1.141311528,0.594713291,5.80039936
9.874385834,227.2738037,0.53812869,0.375408901,3.441340428
9.785479546,229.2554932,0.66183714,0.328683538,3.357421326
9.614232063,230.7368927,0.547143779,0.738632528,7.344846147
9.618504524,229.490799,1.454615617,0.153909628,2.157089772
9.098683357,223.960907,0.971533972,0.572568029,6.692183611
8.677425385,219.7937012,1.262856037,0.456800108,4.365411793
8.774898529,219.0449066,1.861349711,0.118670293,0.538823576
8.689981461,215.3352051,0.873938344,0.467193802,5.00585623
8.631073952,216.2799988,1.115574385,0.773976828,8.21066057
8.614569664,214.5290985,1.633326708,0.14010104,1.591249995
9.21884346,212.1799011,0.843197248,0.217246249,1.403102827
10.04951954,210.3085938,0.615469865,0.491950195,4.523369959
10.31871033,210.5881042,0.934627179,0.579627088,5.869877808
10.76675987,207.4813995,0.741831931,0.587787748,5.569858817
10.55825043,208.5518951,1.894546479,0.161582574,1.116966066
10.25072002,208.0106964,1.712180569,0.162306778,2.69528234
10.46477032,205.7528992,1.450105635,0.159414722,1.094284308
11.39078045,200.6542969,1.807190885,0.136474493,1.968015618
11.56554031,198.1242981,1.705508115,0.153751072,1.743855337
11.2802496,198.5381927,0.779855088,0.400312405,4.307266929
11.33677959,200.4904022,1.838838498,0.239540747,2.964350432
11.80463982,199.2469025,1.309013363,0.248304138,2.138597414
11.3635397,199.8054962,1.711160233,0.187533148,1.725439475
11.63259029,198.2677002,1.84413695,0.402668488,4.262987994
11.44476032,195.6320038,0.977005212,0.398280025,3.058177817
11.27190018,196.6611023,0.665077887,0.867548395,9.500300387
11.05900955,196.5158997,0.841902744,0.281286598,2.870850668
12.10377979,198.2570038,1.140661683,0.497359367,4.502622527
12.92813969,201.5825958,1.727022149,0.179545052,2.342356229
13.31941986,201.9421997,1.791095875,0.326305651,3.308863741
13.12152004,203.5077972,0.510428196,0.578472401,5.423984371
13.23544979,202.6929932,1.266120954,0.610492375,6.57783859
13.23589993,202.9362946,1.126116505,0.290129029,1.738537889
13.02956009,201.2539063,0.833161716,0.87429839,8.952764898
12.96393967,201.3408966,0.679798051,0.613434639,6.789483167
12.90295029,200.9795074,1.006422757,0.902907204,8.612590596
12.76634026,200.9960022,1.914364556,0.227883023,1.637928837
12.89834976,200.5142059,0.984804398,0.302745307,3.23904659
12.74211025,202.8952942,1.278185933,0.25025673,2.164186486
12.31826019,202.841095,1.554528438,0.827587797,9.399921822
12.41880989,202.4118042,1.045444404,0.412463956,3.859591277
12.54298973,201.6253052,1.957673124,0.146736322,1.370166269
12.67599964,199.3220978,1.943670942,0.18813652,2.142079341
13.00304985,197.1307068,0.877673444,1.093400834,10.0248461
13.29767036,196.4936066,1.245872759,0.497514313,5.004990401
12.84405994,195.3150024,0.951317465,0.42231284,4.782851102
12.70538998,196.0422058,0.927260742,0.820619824,8.165637302
12.1833601,197.7438965,0.555330421,0.55121262,4.938164362
12.20514011,196.8088074,1.414346501,0.251626596,2.299171076
12.60188007,193.8157043,1.254018535,0.618869905,5.23128824
12.84455013,194.3466034,0.577218127,0.641920631,6.273757239
12.49705982,196.009201,0.917969696,0.316787188,3.722924746
12.09607029,197.9526978,1.862398829,0.288716032,2.574986406
12.19612026,201.330307,0.859342836,0.722064303,7.570231315
12.55035019,201.1882019,0.717342308,0.446391194,3.722760269
12.6156702,202.6235962,1.23417914,0.895538729,9.895082724
13.10278034,201.7666016,1.978475681,0.154690494,2.112563983
13.68774986,199.0195007,0.863082907,0.322520065,2.979115129
14.10241985,196.2552032,1.508203321,0.190781297,1.246286349
14.39330959,195.8798981,1.642429423,0.343973296,3.185663955
14.07954979,197.6403046,0.856456316,0.461642095,4.757410274
14.05440044,197.2447968,1.592324523,0.199822651,2.541231036
13.51247025,195.9954071,1.051674699,0.706517477,6.010051329
13.71004963,192.4197998,1.448458746,0.987456917,10.47731429
13.7423296,191.0137024,1.450294566,0.401707904,4.145512166
13.14186001,192.2046967,1.303662026,0.221345661,1.631743902
12.86771011,192.771698,0.635434655,0.630780926,5.033265317
12.84727001,192.4705048,1.752953743,0.24869178,2.555655217
12.73211002,192.5679016,0.981170097,0.344932255,3.559267804
12.51620007,194.9992065,0.779777766,0.479704998,4.488892023
12.59866047,196.0422974,0.561162712,1.250337772,12.95942196
13.23031998,196.4087982,1.386339415,0.305706957,4.074030625
13.0946703,198.5249939,1.516346543,0.247625738,2.276518576
12.91687965,198.0101013,0.524881743,0.628314918,5.909820757
12.63354969,197.6634979,1.268139587,0.257852289,3.436929861
12.82567024,201.1040955,0.839743663,0.493475509,4.824409415
12.54162025,200.3634033,1.467759186,0.185623795,2.185893478
12.10496998,196.9826965,0.761549644,0.550584462,5.202220464
12.36250019,199.798996,1.536406607,0.276843093,3.338582586
12.60391045,201.2702942,1.080103019,0.283089285,2.208647213
12.21222019,198.9846039,1.905094983,0.149717397,1.569712031
11.98762035,202.5711975,0.706281416,0.460945811,4.757434159
11.67932987,200.7035065,1.011599527,0.823999265,8.14871323
12.46971989,197.8733978,0.670210282,0.750849395,7.190323264
12.49489975,201.1011047,1.887040427,0.842360935,9.320081995
11.78983021,200.3565979,1.81600903,0.340993766,3.814369353
10.90355015,199.4629059,0.886912442,0.381333619,3.380765154
12.18807983,202.7460022,1.489976069,0.195832143,1.016396518
11.97813034,199.4022064,1.7258333,0.217844607,2.917704682
10.67446995,197.2297058,1.332801217,0.867204107,8.208993748
9.69664669,200.3191986,1.294475868,0.422548596,4.256387322
11.41759014,200.488205,0.862778436,0.403319561,4.079128307
12.68927002,199.5281067,0.639654152,0.493198026,5.074931463
13.05860043,200.6078033,1.845823637,0.159457663,0.750387474
11.52081966,195.8547058,1.850627086,0.127545343,1.100901014
11.51231003,197.7467041,1.449652186,0.174183097,1.733949558
12.41629982,199.1638031,1.008544687,0.44178477,4.390098804
12.16014957,198.3968964,1.023814362,0.298421726,3.341626676
11.67107964,194.6569977,1.588933518,0.434591547,4.428397975
11.14585972,195.8325043,1.84566539,0.654358093,6.766201013
10.77289963,193.1703949,1.830629636,0.666725419,6.367906854
10.92975998,195.0997009,1.669813319,0.391438253,4.767926027
12.14006042,198.2947998,1.463047469,0.892310369,8.778433476
11.19556046,200.7570038,0.626209947,0.391879459,4.083431065
12.94869041,204.0805969,0.742443071,0.572739987,5.784524219
14.87942982,197.5942993,1.847831283,0.191694459,2.142452234
15.12405968,196.3455963,1.409643589,0.223075181,2.83099554
16.29367065,196.8367004,0.513795577,0.567711027,5.256674299
16.12397957,192.2306061,0.652207314,0.482726645,5.24009772
15.27460003,190.949295,1.495252654,0.267692301,3.045531952
13.56672001,192.9456024,0.507592376,0.821001524,8.296695167
15.36779976,194.7528076,0.741212077,0.576205133,5.875439058
15.86174965,195.0402985,1.323100684,0.279670875,2.218906361
14.92051029,197.9895935,1.537842797,0.210583849,1.936008565
13.60853004,201.4945068,1.477941889,0.189367707,0.940056079
14.46385956,200.4884033,0.836403964,0.428288629,4.129815113
12.68828964,202.2259979,1.568268832,0.269435567,2.662723544
13.55690002,202.153595,0.855873631,0.315207282,2.452655388
13.32281017,203.2893982,0.988099547,0.27309717,2.880526395
12.60700989,201.0937042,1.619737108,0.285781366,3.461397577
12.31476021,197.5440979,1.474449349,0.239595267,2.503674322
10.3801899,200.9197998,1.773835116,0.14036148,1.400873805
9.11702919,201.0245056,1.486419338,0.245417189,2.191466889
9.253190994,198.9759979,1.352462905,0.160272491,1.788513675
9.072306633,198.2364044,0.640512152,0.95531974,9.045073266
10.34463024,196.6472015,1.051573705,0.353591215,2.330026352
11.10330963,200.1464996,0.897803552,0.433518325,5.124977213
11.06910992,198.8968048,0.865984465,0.342850073,3.90886114
11.32581043,201.1446075,1.959515832,0.513923818,4.589624907
11.01513958,204.9272003,1.089646587,0.808905797,7.366009096
10.90725994,204.813797,1.838069833,0.129612034,1.349311474
11.76941013,209.778595,1.446707939,0.410966055,4.141867478
11.87483025,209.6006012,1.692216955,0.34201112,3.828209223
12.16926003,208.3181,1.25395564,0.238254797,2.215053833
12.82061958,211.1817932,1.365355827,0.377647325,4.353949972
12.57161999,209.4647064,1.238776541,0.234495043,2.236626936
11.39929962,205.625,0.792864482,0.557384222,6.180345608
10.54543018,200.6107025,1.583678173,0.16814816,1.590759687
12.30932999,202.0561981,0.921158544,0.436570855,3.933598412
12.1683197,203.7207031,0.53647395,0.4486949,4.299730459
12.28707981,204.6085968,1.468208444,0.401116778,4.338287804
12.01319027,201.7415009,0.765666019,0.634406025,6.520978621
12.21352959,201.7156067,1.910687877,0.130645139,1.332715496
12.93774033,199.9685059,1.930892866,0.173687281,1.214972044
13.66942024,203.870697,1.872296585,0.18157612,1.785762617
13.69785976,204.8023071,1.05523805,0.616474987,5.83830877
12.75835991,202.6508026,0.523184925,0.700170539,6.662304152
12.76517963,201.2570953,1.892477844,0.339327312,3.890926059
13.07721996,203.4407043,1.142276222,0.601114658,5.627969948
12.59340954,205.1535034,1.949982229,0.218495118,1.773376933
12.51366997,205.008194,1.945429966,0.129353394,1.450573128
12.53439999,204.1203003,1.779514183,0.447956308,4.021461466
11.96442986,201.9989014,0.941673338,0.673774001,6.460633566
11.94577026,194.3786926,1.077646593,0.607624352,7.039018066
12.20707989,189.5238037,1.776705007,0.167531341,1.591661952
12.2751503,190.5794983,0.975383008,0.422785315,4.565774749
12.72264004,187.6125031,0.75423912,0.647283943,7.730466449
12.26537037,189.4371948,1.335201894,0.210607802,2.205825256
11.70368958,192.2619019,1.904232161,0.322588306,3.488251252
10.96352959,190.4571991,1.544044695,0.303788085,3.194168427
11.29796982,192.8582001,1.355091755,0.786869325,7.706036182
10.66594982,194.0843964,0.645764741,1.010980135,10.1727492
10.8332901,195.2017975,1.42251084,0.599114075,5.901796624
10.57837009,195.3432007,1.985080775,0.252973775,2.074284944
10.38854027,201.797699,0.710126023,0.473041394,5.146962134
10.08041954,204.2073975,1.277494479,1.002977063,9.125059194
9.838738441,199.747406,1.816059608,0.380433072,3.80815559
11.43999958,200.2402954,1.611152927,0.503031622,4.89067778
11.94402981,201.1663971,1.545523611,0.440352192,3.885434611
11.85929012,201.7106018,1.553726126,0.549134355,5.802762597
12.81147957,201.3484955,1.039236727,0.729803609,6.787167093
12.91353989,201.6768951,0.940387766,0.271789777,2.513983194
12.72832012,202.4132996,1.714041733,0.229667092,2.660552236
11.66357994,202.6618958,1.715170092,0.171247165,0.74983172
11.0952301,204.061203,1.800608478,0.14611779,1.999931501
10.16094971,203.3379059,1.869860829,0.153831895,1.520113719
9.202415466,197.8013,1.267013598,0.195464409,1.800094413
8.539284706,195.5061035,1.252274442,0.201085431,1.321173667
8.809141159,187.4846039,1.697442768,0.150500887,1.550222744
9.608460426,188.0238953,1.474945896,0.138366615,1.396079345
9.844923973,190.6604004,1.552950316,0.4431024,4.704286128
9.338670731,196.7335968,1.693689004,0.307491048,2.84013133
8.424916267,197.0158997,1.835008013,0.463029594,4.142621204
7.656233788,188.6903992,1.006992735,0.176293532,1.919800514
8.144581795,181.6596069,1.063374429,0.295130187,2.6625058
8.54713726,173.5366974,0.64097291,0.283201668,3.084259174
8.381804466,171.3834076,1.367420211,0.254887268,2.033297454
7.850449085,179.8197937,0.553913411,0.517148654,5.568500256
8.656551361,188.2382965,1.198397027,0.279411518,3.539127982
10.92311954,179.039093,1.313966952,0.249959449,2.416322874
10.4051199,176.9255981,0.929811878,0.276233384,3.436729441
9.498130798,174.677002,1.386249891,0.318096588,3.557708678
11.93025017,180.6725006,0.545750375,0.580115847,5.969416493
11.07629013,183.8755035,0.556022283,0.952226009,9.515531134
10.45788002,192.1911011,1.733900841,0.198840515,1.716274208
9.791149139,197.104599,1.040285962,0.307898366,3.677865075
7.626486778,202.940506,0.690590769,0.240693534,2.904887315
7.287635803,207.3871002,1.28336489,0.124668061,0.724011889
6.228209019,216.9989014,1.65499033,0.138872272,1.446247708
4.47162199,222.5090942,0.823731541,0.726648857,6.859534711
4.127829075,215.4514008,1.434335714,0.066815132,0.905691796
5.032844067,202.5102997,0.628021197,1.010460023,10.4791439
6.267045021,211.2003021,0.577522582,0.388381136,3.102072805
7.763337135,193.6107025,1.297031947,0.793389409,7.892140793
8.21955204,172.135498,1.310952682,0.291893105,3.131152612
7.974888802,168.3569031,1.456144852,0.16131979,1.65887667
6.794364929,171.1295013,1.589137001,0.194500864,2.836809923
5.536108017,162.7037964,1.963778119,0.06028021,-0.18367771
5.491714954,150.2816925,1.274450522,0.126676261,1.944361528
6.076754093,149.6408997,0.984434709,0.179133835,1.349583146
6.69093895,152.2225037,1.692779292,0.178965903,0.718039301
6.848011971,157.1643066,0.906248377,0.842852721,8.588641822
7.759384155,152.699707,1.158457131,0.173496179,1.672197012
7.417626858,152.076004,0.617684572,0.312011896,3.166200907
7.472226143,154.7837982,0.538026115,0.448576263,4.746501613
7.080772877,160.2183075,1.943972622,0.152292746,1.797745526
7.053721905,165.8153992,1.753970181,0.136751898,1.102117447
7.766314983,170.8444977,1.543961309,0.129561619,1.701507561
7.833246231,173.0240936,1.113429417,0.187525753,0.866923264
7.959300995,173.9763947,0.75994148,0.293816365,2.890893973
7.283742905,176.7931976,0.734655564,0.213773065,2.702398344
7.001252174,178.0930023,0.875364347,0.241693867,2.559785393
6.758135796,174.0330048,1.323839997,0.734504152,7.370033523
6.179992199,167.9960022,1.571893884,0.119249066,1.020509679
6.301719189,168.8119965,1.490296065,0.129124919,1.464875255
7.517776966,184.7017975,0.919900845,0.787774592,7.737482225
8.094202995,194.0092926,1.932297921,0.171065136,2.02413028
7.854953766,197.8014984,1.606845375,0.141569236,1.156025187
7.719468117,191.2086945,1.331531079,0.156662941,2.329447558
8.847901344,195.0639038,1.417581119,0.137257859,1.646043334
9.631019592,198.074707,1.129400094,0.196388654,2.870317426
9.767664909,191.838501,0.871596484,0.830204481,8.108109604
9.185004234,190.0070038,1.033959018,0.26763792,3.288576943
9.927650452,179.3226929,1.636769166,0.188231069,1.249656284
12.03275967,175.9355011,0.521590233,0.890446661,9.265479968
10.87308979,180.7583008,0.674108961,0.881813612,8.760273105
10.38061047,177.4212036,0.569003963,0.917016633,9.229725917
10.34302044,164.6313934,0.561093203,0.956943788,9.934109937
9.283791542,157.3659973,1.783190876,0.125453116,1.626196558
8.263951302,151.1777039,1.555486789,0.426963508,4.688898787
7.161077023,144.4230042,1.211260744,0.336564723,3.541583663
5.502151966,145.3318024,0.646751241,0.52168675,5.487789615
4.645584106,155.7653046,1.237423813,0.100907045,0.898164546
3.847867012,162.271698,1.210207656,0.256396524,2.24187715
4.553710938,148.0536041,0.759802805,0.777975197,7.863100621
5.735952854,136.6712036,1.150777474,0.224379672,1.171149681
5.057969093,139.4640045,1.097757102,0.241218234,2.621710059
4.922440052,141.7938995,1.423775147,0.149864048,1.93355088
3.821350098,148.5747986,1.452640476,0.06748493,0.984827992
3.580841064,165.8957062,0.567956015,0.848400102,8.178384726
4.716145039,187.6051941,1.061918922,0.585578842,4.833414268
5.080855846,188.4362946,1.438789874,0.21079013,2.43599728
5.343267918,202.2389984,1.254704388,0.094324297,0.54892846
5.452712059,201.0330963,1.784734762,0.237732873,1.733637912
4.29698801,191.4851074,1.488040447,0.05784342,1.052610189
4.736260891,183.4333954,0.744401641,0.153014072,0.852467135
4.780562878,187.9405975,0.605853121,0.299802202,2.912249508
4.894141197,180.8480072,1.463628917,0.08629258,1.751615033
4.487487793,185.8578033,0.539766966,0.285287973,2.51923813
5.314783096,180.8168945,1.378663372,0.12585151,0.725679556
5.711400986,186.1788025,1.910345362,0.095731779,1.210953935
5.374886036,196.3742065,1.363211267,0.114805392,1.311572899
6.895505905,193.9367065,1.082254889,0.689072953,6.062048505
7.240921021,187.7236023,1.464932328,0.149829933,1.524599365
6.709988117,185.273407,1.187379336,0.150508604,2.094158082
6.851963043,183.7971039,1.318425184,0.267233659,3.372294523
5.078312874,185.1383972,1.912197213,0.054106225,0.410825652
6.521288872,189.263504,1.079153957,0.483818387,5.08607439
6.171179771,189.2765045,1.941785846,0.069024409,0.961282396
5.449243069,190.636795,1.858025963,0.082565669,1.32974099
5.851128101,196.9326935,0.793686702,0.208208254,2.036673863
5.094088078,193.4658051,0.604041951,0.187617263,2.523826923
4.598594189,197.9337006,0.651167002,0.164937203,1.284518335
3.629702091,199.7156067,0.527332738,0.323280888,3.622919139
4.472650051,205.3706055,0.641664441,0.187485482,1.373817203
4.918616772,204.3323059,1.52451016,0.417315705,3.278053364
5.625835896,209.3771057,0.606782973,0.343997663,3.746101928
6.316774845,211.6537018,0.978463445,0.135932252,2.836988251
6.237164974,212.0509033,1.767312966,0.200853146,2.168747834
6.449378014,211.607605,0.534907904,1.029493448,10.19036032
5.782717228,212.3511047,1.721702724,0.107127476,1.692316521
5.346119881,216.8318024,0.922782162,0.269434771,2.472023514
4.379333019,220.0410004,0.677247241,0.284824226,1.96582106
3.011370897,238.6905975,1.545105748,0.062364972,1.094988318
3.743307114,245.0682068,1.44341427,0.078493275,1.562276917
3.24625206,238.0765076,1.81620802,0.072297436,0.787417935
2.185888052,238.4102936,1.602606566,0.048954101,0.645834501
2.142015934,234.7624054,1.705221396,0.025271067,-0.051701974
2.501405954,223.3088074,0.923051859,0.056313116,0.481855206
2.668577909,226.0516968,0.766159316,0.094292666,1.054100544
3.034003019,221.0865021,1.625922127,0.150964875,1.532129466
3.197354078,232.6795959,1.710252109,0.087964886,0.897548651
3.907810926,241.9730988,1.985757713,0.043958356,-1.130805673
3.801294088,221.5258942,1.118926515,0.140269864,1.485154187
4.43715477,225.1553955,1.058027129,0.087164815,0.207856251
3.677906036,220.4692993,1.664619441,0.08172945,1.055127563
4.115369797,222.5281067,1.01120531,0.092693927,1.455684837
4.987364769,220.7682037,1.896135988,0.379650535,4.076620078
4.871101856,222.9488983,1.787619128,0.110598297,0.531974947
5.921298981,212.7292938,1.143491041,0.140884892,0.991765534
5.030583858,216.0464935,1.626306602,0.070408462,0.670715251
4.997858047,206.8820038,1.631814311,0.094152891,1.368231028
6.434377193,208.842804,0.654685803,0.65493449,7.046603635
6.996636868,212.2098999,1.85382936,0.083932791,1.019642522
7.625429153,205.5773926,1.257878559,0.193929637,1.457175208
8.103025436,198.4824066,1.739686199,0.441283433,4.999797303
7.518618107,207.7772064,0.980074402,0.288246297,2.869568943
7.688251019,199.1479034,1.843284843,0.113926225,0.940437579
8.459005356,192.9795074,1.083802518,0.299280144,2.749425126
9.077300072,194.6878967,0.516256477,0.378723931,3.026246662
8.439414978,196.0083008,1.858072965,0.186536045,2.415245977
7.987431049,203.3475037,0.636930015,0.381564163,3.753075518
7.939982891,209.9878998,0.978970456,0.509913299,4.753051944
7.719861984,213.6096039,1.925092951,0.141896976,1.722607927
7.774147034,214.1114044,1.92591072,0.262402275,3.017688862
8.582259178,210.4824066,1.360156832,0.395025586,3.083952916
8.339191437,212.0424042,1.447755818,0.316363986,3.938964263
9.083572388,214.585495,1.172668283,0.836734254,9.478002395
8.675281525,211.3721008,0.939816158,0.641899196,6.469985758
9.150783539,208.8197937,0.992996818,0.365275904,3.772442123
9.191649437,204.3585052,1.508777684,0.509746982,6.294220971
8.260289192,201.8890991,1.628561794,0.431969086,3.773296415
8.48968792,194.9138947,1.687368566,0.103248429,0.771659546
8.78850174,194.1036072,1.684427214,0.212183981,2.412483909
8.9564991,193.3457947,0.636809155,0.545604073,6.029877699
9.095618248,195.2973938,1.241630457,0.405843521,4.077468157
8.725904465,199.5845032,0.58633814,0.487641486,4.469623487
8.112092018,197.5211029,1.324293323,0.190164289,2.545703141
6.856678963,200.4409943,1.162295752,0.242791033,2.424059526
7.279873848,200.8896942,1.831556274,0.173179514,1.732493397
7.534298897,199.7960968,1.026372519,0.198366036,2.4485624
6.945837021,196.680603,0.675600525,0.21211435,2.873985485
7.085527897,199.6690063,0.714487523,0.219259995,2.312451079
7.406904221,197.4501953,1.642265948,0.411381852,4.352956353
6.934106827,196.3952026,1.427327095,0.140482071,1.927997251
7.151297092,194.0278931,0.651684014,1.119592206,11.08271768
6.571721077,191.2942047,0.626160209,0.303698541,2.762756798
6.759712219,190.1013947,1.551453697,0.166689994,1.483021122
6.414824963,185.5180969,0.60914451,0.370633321,3.246149865
6.523455143,187.6056976,1.732790089,0.11909594,0.647065305
7.062949181,192.7353973,1.559363341,0.117351086,2.284035254
6.692947865,196.0746002,0.622023171,0.277141976,2.324088954
6.809185982,194.8430023,0.627256571,0.997959915,10.11534308
6.096306801,192.4667969,1.979959368,0.080549633,0.762643981
6.142684937,190.7617035,1.061406194,0.135839267,1.882727868
6.430369854,194.5778046,1.055963221,0.6465681,6.52376421
7.538290977,197.9828033,1.719199351,0.22082388,2.901748086
7.363255978,197.254303,1.920872866,0.09403812,0.87569646
7.46066618,201.2154999,1.979001596,0.137773361,1.500397113
7.031758785,199.337204,1.630067278,0.11837892,1.559224099
6.874794006,194.1508026,1.064389378,0.229847716,2.398063663
6.345135212,196.0812073,0.625251075,0.204136692,2.304818205
7.185342789,198.135498,1.665720374,0.091274957,1.05459086
6.635414124,199.4308014,1.337606375,0.273966277,2.032846192
6.927267075,194.1383057,1.136333014,0.266113198,3.043913848
8.333586693,193.2097015,1.859531578,0.18156868,2.404477806
9.532950401,191.9416962,0.666796223,0.97517699,9.686990412
8.42602253,189.827301,1.238937656,0.285351269,2.750887916
7.494080067,192.1376038,0.517030467,0.348703552,3.63371443
8.009915352,192.0973053,1.202990963,0.153237865,2.505243326
7.944521904,194.2440033,0.584454914,0.294117513,2.798885706
7.72806406,200.2335968,0.678226874,1.110108953,11.4123079
7.462277889,205.0283966,0.67628937,0.266015564,2.572709307
6.420166969,200.6712952,1.473815453,0.1564386,1.863155422
4.7484622,201.9185028,1.619067319,0.202603205,1.388184447
6.264211178,208.1761017,1.375053148,0.164499552,2.542907072
